,Month,WeekofMonth,Site,EnteroCountsGreaterThan110,GMeanEnteroCount,MaxYear,MeanRainAmount,MinYear,SampleCount,HistoricallySafe,BestSite
601,7,2,Albany Rowing Dock,0.0,82.00000000000001,2011,0.3,2011,1,True,5
602,7,2,Athens,0.0,24.000000000000004,2011,0.3,2011,1,True,6
603,7,2,Bethlehem Launch Ramp,0.0,4.0,2011,0.3,2011,1,True,7
604,7,2,"Castle Point, NJ",0.0,19.999999999999996,2008,0.5,2008,1,True,2
605,7,2,Castleton,0.0,2.0,2011,0.3,2011,1,True,8
606,7,2,Coeymans Landing,0.0,6.0,2011,0.3,2011,1,True,9
607,7,2,Congress St. Bridge- Troy,1.0,219.00000000000003,2011,0.3,2011,1,False,31
608,7,2,Coxsackie Waterfront Park,0.0,13.0,2011,0.3,2011,1,True,10
609,7,2,Dunn Memorial Bridge- Albany,0.0,76.0,2011,0.3,2011,1,True,11
610,7,2,Dyckman Street Beach,0.0,79.0,2008,0.5,2008,1,True,3
611,7,2,East River mid-channel at 23rd St.,0.0,9.486832980505138,2008,0.25,2007,2,True,18
612,7,2,East River mid-channel at Roosevelt Is.,1.0,13.674794331177345,2008,0.25,2007,2,False,32
613,7,2,GW Bridge mid-channel,1.0,215.63858652847824,2008,0.75,2007,2,False,29
614,7,2,Gay's Point mid-channel,0.0,10.000000000000002,2011,0.3,2011,1,True,12
615,7,2,Gowanus Canal,1.0,238.00000000000009,2007,1.0,2007,1,False,26
616,7,2,Harlem River- Washington Bridge,1.0,97.31906288081483,2008,0.25,2007,2,False,33
617,7,2,Harlem River- Willis Ave. Bridge,1.0,248.9678694129023,2008,0.25,2007,2,False,34
618,7,2,Hudson Landing Ramp,0.0,6.0,2011,0.3,2011,1,True,13
619,7,2,Hudson River above Troy Lock,0.0,108.00000000000003,2011,0.3,2011,1,True,14
620,7,2,Hudson above Mohawk River,0.0,11.000000000000002,2011,0.3,2011,1,True,15
621,7,2,Island Creek/Normans Kill,0.0,30.000000000000004,2011,0.3,2011,1,True,16
622,7,2,Kingsland Pt. Park- Pocantico River,0.0,10.000000000000002,2012,0.0,2012,1,True,23
623,7,2,Mohawk River at Waterford,0.0,33.0,2011,0.3,2011,1,True,17
624,7,2,Newtown Creek- Dutch Kills,0.0,18.439088914585778,2008,0.25,2007,2,True,19
625,7,2,Newtown Creek- Metropolitan Ave. Bridge,2.0,2676.194312825583,2008,0.25,2007,2,False,36
626,7,2,North River STP at 145th,1.0,124.23767544509195,2008,0.75,2007,2,False,30
627,7,2,Orangetown STP Outfall,0.0,11.000000000000002,2007,0.0,2007,1,True,24
628,7,2,Pier 96 Kayak Launch,0.0,79.99999999999997,2008,0.5,2008,1,True,4
629,7,2,Piermont Pier,0.0,17.664676538207026,2012,0.08,2007,5,True,22
630,7,2,Saw Mill River,1.0,215.68263722423285,2008,0.25,2007,2,False,35
631,7,2,TZ Bridge mid-channel,0.0,2.0,2007,0.0,2007,1,True,25
632,7,2,The Battery mid-channel,0.0,2.23606797749979,2008,0.75,2007,2,True,1
633,7,2,Upper Sparkill Creek,5.0,307.8269304382507,2012,0.06666666666666667,2007,6,False,37
634,7,2,Yonkers STP Outfall,0.0,12.247448713915889,2008,0.25,2007,2,True,20
635,7,2,Yonkers mid-channel,0.0,24.289915602982244,2008,0.25,2007,2,True,21
636,7,3,125th St. Pier,1.0,18.650751797676193,2013,0.125,2010,4,False,67
637,7,3,79th St. mid-channel,0.0,10.000000000000002,2013,0.125,2010,4,True,43
638,7,3,Albany Rowing Dock,0.0,22.187667653955533,2013,0.25,2008,4,True,24
639,7,3,Annesville Creek,0.0,11.892071150027213,2013,0.325,2008,4,True,1
640,7,3,Athens,0.0,28.062472823127717,2013,0.25,2008,4,True,25
641,7,3,Beacon Harbor,1.0,10.005913003142746,2013,0.18,2008,5,False,65
642,7,3,Bethlehem Launch Ramp,0.0,10.689380471135152,2013,0.25,2008,4,True,26
643,7,3,"Castle Point, NJ",0.0,10.000000000000002,2013,0.125,2010,4,True,44
644,7,3,Castleton,0.0,7.400828044922851,2013,0.24999999999999997,2008,4,True,30
645,7,3,Catskill Creek- East End,0.0,10.874399453338931,2013,0.26,2008,5,True,3
646,7,3,Catskill Creek- First Bridge,0.0,8.719390082540782,2013,0.26,2008,5,True,4
647,7,3,Catskill Launch Ramp,0.0,6.69629874192063,2013,0.26,2008,5,True,5
648,7,3,Cedar Pond Brook,1.0,20.262991973724514,2013,0.26,2007,5,False,58
649,7,3,Coeymans Landing,0.0,7.702570213686163,2013,0.25,2008,4,True,27
650,7,3,Cold Spring Harbor,1.0,21.39434630753699,2013,0.18,2008,5,False,66
651,7,3,Congress St. Bridge- Troy,0.0,25.986106300201364,2013,0.24999999999999997,2008,4,True,31
652,7,3,Coxsackie Waterfront Park,0.0,9.463026436589713,2013,0.25,2008,4,True,28
653,7,3,Croton Point Beach,0.0,7.860030855966232,2013,0.26,2007,5,True,6
654,7,3,Dunn Memorial Bridge- Albany,1.0,15.729676258784952,2013,0.24999999999999997,2008,4,False,62
655,7,3,Dyckman Street Beach,0.0,14.229707211083648,2013,0.125,2010,4,True,45
656,7,3,East River mid-channel at 23rd St.,0.0,10.000000000000002,2013,0.125,2010,4,True,46
657,7,3,East River mid-channel at Roosevelt Is.,0.0,13.160740129524932,2013,0.125,2010,4,True,47
658,7,3,Emeline Beach- Haverstraw,0.0,9.74003746425297,2013,0.325,2008,4,True,2
659,7,3,Esopus Creek Entrance,0.0,7.015342840223616,2013,0.25999999999999995,2008,5,True,20
660,7,3,Esopus Creek West,0.0,14.931284411008107,2013,0.25999999999999995,2008,5,True,21
661,7,3,Fort Montgomery,0.0,10.908171530655391,2013,0.18,2008,5,True,35
662,7,3,Furnace Brook,0.0,16.20066489641501,2013,0.26,2007,5,True,7
663,7,3,GW Bridge mid-channel,0.0,10.000000000000002,2013,0.125,2010,4,True,48
664,7,3,Gay's Point mid-channel,0.0,5.143686723610401,2013,0.25,2008,4,True,29
665,7,3,Gowanus Canal,2.0,70.85772129160667,2013,0.1,2009,4,False,74
666,7,3,Harlem River- Washington Bridge,0.0,17.024321863844936,2013,0.125,2010,4,True,49
667,7,3,Harlem River- Willis Ave. Bridge,0.0,13.160740129524932,2013,0.125,2010,4,True,50
668,7,3,Haverstraw Bay mid-channel,0.0,14.585079043342198,2013,0.26,2007,5,True,8
669,7,3,Hudson Landing Ramp,0.0,12.48383266109512,2013,0.24999999999999997,2008,4,True,32
670,7,3,Hudson River above Troy Lock,1.0,65.55262386098096,2013,0.25,2008,4,False,60
671,7,3,Hudson above Mohawk River,0.0,17.14910558587997,2013,0.24999999999999997,2008,4,True,33
672,7,3,Inbocht Bay,0.0,6.457901535088866,2013,0.26,2008,5,True,9
673,7,3,Irvington Beach,0.0,10.000000000000002,2013,0.05,2008,4,True,57
674,7,3,Island Creek/Normans Kill,1.0,26.79297476529223,2013,0.24999999999999997,2008,4,False,63
675,7,3,Kingsland Pt. Park- Pocantico River,1.0,18.689167555872032,2013,0.05,2008,4,False,71
676,7,3,Kingston Point Beach,0.0,6.093346248827459,2013,0.25999999999999995,2008,5,True,22
677,7,3,Kingston STP Outfall,1.0,45.34277644867892,2013,0.26,2008,5,False,59
678,7,3,Little Stony Point,0.0,6.686422152100556,2013,0.18,2008,5,True,36
679,7,3,Malden Launch Ramp,0.0,11.120923741786049,2013,0.26,2008,5,True,10
680,7,3,Marlboro Landing,0.0,5.476891530409544,2013,0.18,2008,5,True,37
681,7,3,Mohawk River at Waterford,1.0,108.11002835991829,2013,0.25,2008,4,False,61
682,7,3,Newburgh Launch Ramp,2.0,120.24893036107427,2013,0.18,2008,5,False,73
683,7,3,Newtown Creek- Dutch Kills,0.0,10.000000000000002,2013,0.1,2009,5,True,53
684,7,3,Newtown Creek- Metropolitan Ave. Bridge,1.0,32.67748094738831,2013,0.1,2009,5,False,69
685,7,3,Norrie Point Yacht Basin,0.0,9.329678564977113,2013,0.26,2008,5,True,11
686,7,3,Norrie Point mid-channel,0.0,1.888175022589804,2013,0.25999999999999995,2008,5,True,23
687,7,3,North River STP at 145th,1.0,44.033723418518896,2013,0.125,2010,4,False,68
688,7,3,Nyack Launch Ramp,0.0,12.197554094669352,2013,0.26,2008,5,True,12
689,7,3,Orangetown STP Outfall,1.0,22.402226246929565,2013,0.21666666666666667,2007,6,False,64
690,7,3,Ossining Beach,0.0,9.028804514474343,2013,0.26,2007,5,True,13
691,7,3,Peekskill Riverfront Green Park,0.0,10.229245566260301,2013,0.26,2007,5,True,14
692,7,3,Pier 96 Kayak Launch,0.0,13.26906811409868,2013,0.125,2010,4,True,51
693,7,3,Piermont Pier,0.0,13.529971143405266,2013,0.2,2007,7,True,34
694,7,3,Port Ewen Drinking Water Intake,0.0,1.0,2013,0.175,2008,4,True,42
695,7,3,Poughkeepsie Drinking Water Intake,0.0,1.6437518295172258,2013,0.18,2008,5,True,38
696,7,3,Poughkeepsie Launch Ramp,0.0,5.8785121807249805,2013,0.18,2008,5,True,39
697,7,3,Rondout- Eddyville Anchorage,0.0,11.055030268030677,2013,0.26,2008,5,True,15
698,7,3,Rondout- Kingston Public Dock,2.0,28.73633371912193,2013,0.25999999999999995,2008,5,False,72
699,7,3,Saw Mill River,1.0,73.23462385034355,2013,0.09999999999999999,2011,3,False,70
700,7,3,Stony Point mid-channel,0.0,6.178008505674121,2013,0.26,2007,5,True,16
701,7,3,TZ Bridge mid-channel,0.0,9.02880451447434,2013,0.26,2007,5,True,17
702,7,3,Tarrytown Marina,0.0,20.408275509586748,2013,0.06666666666666667,2011,3,True,56
703,7,3,The Battery mid-channel,0.0,10.000000000000002,2013,0.125,2010,4,True,52
704,7,3,Tivoli Landing,0.0,2.459509485849363,2013,0.26,2008,5,True,18
705,7,3,Ulster Landing Beach,0.0,3.992156802376437,2013,0.26,2008,5,True,19
706,7,3,Upper Sparkill Creek,2.0,320.3369917117321,2009,0.05,2007,4,False,75
707,7,3,Wappingers Creek,0.0,6.0438002711712695,2013,0.18,2008,5,True,40
708,7,3,West Point STP Outfall,0.0,6.622681748139826,2013,0.18,2008,5,True,41
709,7,3,Yonkers STP Outfall,0.0,12.599210498948736,2013,0.09999999999999999,2011,3,True,54
710,7,3,Yonkers mid-channel,0.0,10.000000000000002,2013,0.09999999999999999,2011,3,True,55
711,7,4,125th St. Pier,1.0,75.97044095185343,2009,1.4333333333333333,2007,3,False,50
712,7,4,79th St. mid-channel,0.0,10.000000000000002,2009,1.4000000000000001,2009,3,True,9
713,7,4,Albany Rowing Dock,1.0,2419.999999999999,2009,1.9,2009,1,False,30
714,7,4,Annesville Creek,1.0,52.44044240850759,2010,1.15,2009,2,False,53
715,7,4,Athens,1.0,2419.999999999999,2009,1.9,2009,1,False,31
716,7,4,Beacon Harbor,0.0,12.0,2009,0.5,2009,1,True,20
717,7,4,Bethlehem Launch Ramp,1.0,1119.9999999999998,2009,1.9,2009,1,False,32
718,7,4,"Castle Point, NJ",0.0,19.999999999999996,2009,2.0,2009,1,True,1
719,7,4,Castleton,1.0,769.9999999999997,2009,1.9,2009,1,False,33
720,7,4,Catskill Creek- East End,1.0,77.18808198161167,2012,1.0999999999999999,2009,2,False,56
721,7,4,Catskill Creek- First Bridge,1.0,126.04761005270983,2012,1.0999999999999999,2009,2,False,57
722,7,4,Catskill Launch Ramp,1.0,2419.999999999999,2009,1.9,2009,1,False,34
723,7,4,Cedar Pond Brook,1.0,75.03332592921626,2010,1.15,2009,2,False,54
724,7,4,Coeymans Landing,1.0,261.00000000000006,2009,1.9,2009,1,False,35
725,7,4,Cold Spring Harbor,0.0,15.0,2009,0.5,2009,1,True,21
726,7,4,Congress St. Bridge- Troy,1.0,2419.999999999999,2009,1.9,2009,1,False,36
727,7,4,Coxsackie Waterfront Park,1.0,345.00000000000017,2009,1.9,2009,1,False,37
728,7,4,Croton Point Beach,0.0,20.24845673131659,2010,0.85,2009,2,True,16
729,7,4,Dunn Memorial Bridge- Albany,1.0,2419.999999999999,2009,1.9,2009,1,False,38
730,7,4,Dyckman Street Beach,0.0,10.000000000000002,2009,2.0,2009,1,True,2
731,7,4,East River mid-channel at 23rd St.,1.0,37.41657386773941,2009,1.5,2008,2,False,46
732,7,4,East River mid-channel at Roosevelt Is.,0.0,52.00000000000001,2009,2.0,2009,1,True,3
733,7,4,Emeline Beach- Haverstraw,0.0,14.142135623730955,2010,1.15,2009,2,True,10
734,7,4,Esopus Creek Entrance,1.0,63.02380502635491,2012,1.0499999999999998,2009,2,False,59
735,7,4,Esopus Creek West,1.0,44.564559910314394,2012,1.0499999999999998,2009,2,False,60
736,7,4,Fort Montgomery,0.0,12.0,2009,0.5,2009,1,True,22
737,7,4,Furnace Brook,1.0,63.96874236687787,2010,1.15,2009,2,False,55
738,7,4,GW Bridge mid-channel,0.0,10.000000000000002,2009,2.0,2009,1,True,4
739,7,4,Gay's Point mid-channel,1.0,1202.9999999999995,2009,1.9,2009,1,False,39
740,7,4,Gowanus Canal,1.0,5790.000000000004,2008,1.0,2008,1,False,61
741,7,4,Harlem River- Washington Bridge,0.0,62.99999999999999,2009,2.0,2009,1,True,5
742,7,4,Harlem River- Willis Ave. Bridge,1.0,399.0000000000001,2009,2.0,2009,1,False,29
743,7,4,Haverstraw Bay mid-channel,0.0,10.000000000000002,2010,1.15,2009,2,True,11
744,7,4,Hudson Landing Ramp,1.0,2419.999999999999,2009,1.9,2009,1,False,40
745,7,4,Hudson River above Troy Lock,1.0,2419.999999999999,2009,1.9,2009,1,False,41
746,7,4,Hudson above Mohawk River,1.0,2419.999999999999,2009,1.9,2009,1,False,42
747,7,4,Inbocht Bay,1.0,2419.999999999999,2009,1.9,2009,1,False,43
748,7,4,Irvington Beach,0.0,17.606816861659013,2010,0.85,2009,2,True,17
749,7,4,Island Creek/Normans Kill,1.0,2419.999999999999,2009,1.9,2009,1,False,44
750,7,4,Kingsland Pt. Park- Pocantico River,1.0,96.9020123630051,2010,0.85,2009,2,False,62
751,7,4,Kingston Point Beach,1.0,118.38918869558992,2012,1.2,2009,2,False,52
752,7,4,Kingston STP Outfall,1.0,2419.999999999999,2009,0.5,2009,1,False,65
753,7,4,Little Stony Point,0.0,4.0,2009,0.5,2009,1,True,23
754,7,4,Malden Launch Ramp,1.0,1986.0000000000007,2009,1.3,2009,1,False,51
755,7,4,Marlboro Landing,0.0,77.00000000000001,2009,0.5,2009,1,True,24
756,7,4,Mohawk River at Waterford,1.0,2419.999999999999,2009,1.9,2009,1,False,45
757,7,4,Newburgh Launch Ramp,1.0,225.0,2009,0.5,2009,1,False,66
758,7,4,Newtown Creek- Dutch Kills,1.0,264.4428104524683,2009,1.5,2008,2,False,47
759,7,4,Newtown Creek- Metropolitan Ave. Bridge,1.0,491.894297588415,2009,1.5,2008,2,False,48
760,7,4,Norrie Point Yacht Basin,1.0,122.00000000000003,2009,0.5,2009,1,False,67
761,7,4,Norrie Point mid-channel,1.0,1202.9999999999995,2009,0.5,2009,1,False,68
762,7,4,North River STP at 145th,0.0,31.0,2009,2.0,2009,1,True,6
763,7,4,Nyack Launch Ramp,0.0,10.000000000000002,2010,0.85,2009,2,True,18
764,7,4,Orangetown STP Outfall,2.0,160.99689437998495,2010,0.85,2009,2,False,74
765,7,4,Ossining Beach,1.0,66.40783086353598,2010,0.85,2009,2,False,63
766,7,4,Peekskill Riverfront Green Park,0.0,27.018512172212592,2010,1.15,2009,2,True,12
767,7,4,Pier 96 Kayak Launch,0.0,19.999999999999996,2009,2.0,2009,1,True,7
768,7,4,Piermont Pier,2.0,58.26565817370109,2010,0.8500000000000001,2008,6,False,73
769,7,4,Port Ewen Drinking Water Intake,1.0,41.62931659299729,2012,0.6,2009,2,False,64
770,7,4,Poughkeepsie Drinking Water Intake,0.0,15.999999999999998,2009,0.5,2009,1,True,25
771,7,4,Poughkeepsie Launch Ramp,0.0,29.000000000000004,2009,0.5,2009,1,True,26
772,7,4,Rondout- Eddyville Anchorage,2.0,1183.7144926036847,2012,1.2,2009,2,False,72
773,7,4,Rondout- Kingston Public Dock,1.0,2419.999999999999,2009,0.5,2009,1,False,69
774,7,4,Saw Mill River,1.0,331.0045316910328,2010,1.05,2009,2,False,58
775,7,4,Stony Point mid-channel,0.0,10.000000000000002,2010,1.15,2009,2,True,13
776,7,4,TZ Bridge mid-channel,0.0,10.000000000000002,2010,0.85,2009,2,True,19
777,7,4,Tarrytown Marina,1.0,3653.9999999999986,2010,1.5,2010,1,False,49
778,7,4,The Battery mid-channel,0.0,10.000000000000002,2009,2.0,2009,1,True,8
779,7,4,Tivoli Landing,1.0,2419.999999999999,2009,0.3,2009,1,False,70
780,7,4,Ulster Landing Beach,1.0,2419.999999999999,2009,0.3,2009,1,False,71
781,7,4,Upper Sparkill Creek,8.0,702.1792855398551,2010,0.7444444444444444,2007,9,False,75
782,7,4,Wappingers Creek,0.0,12.0,2009,0.5,2009,1,True,27
783,7,4,West Point STP Outfall,0.0,4.999999999999999,2009,0.5,2009,1,True,28
784,7,4,Yonkers STP Outfall,0.0,10.000000000000002,2010,1.05,2009,2,True,14
785,7,4,Yonkers mid-channel,0.0,10.000000000000002,2010,1.05,2009,2,True,15
786,8,1,125th St. Pier,0.0,83.37865434270338,2007,0.2,2007,2,True,16
787,8,1,Beacon Harbor,0.0,5.656854249492379,2009,1.0,2008,2,True,1
788,8,1,Cold Spring Harbor,0.0,1.0,2008,0.3,2008,1,True,6
789,8,1,Fort Montgomery,0.0,3.0000000000000004,2008,0.3,2008,1,True,7
790,8,1,Kingsland Pt. Park- Pocantico River,0.0,17.32050807568877,2012,0.8500000000000001,2008,2,True,5
791,8,1,Kingston STP Outfall,0.0,43.99999999999999,2008,0.3,2008,1,True,8
792,8,1,Little Stony Point,0.0,3.605551275463989,2009,1.0,2008,2,True,2
793,8,1,Marlboro Landing,0.0,37.99999999999999,2008,0.3,2008,1,True,9
794,8,1,Newburgh Launch Ramp,1.0,55.72252686302011,2009,1.0,2008,2,False,18
795,8,1,Norrie Point Yacht Basin,0.0,24.999999999999996,2008,0.3,2008,1,True,10
796,8,1,Norrie Point mid-channel,0.0,1.0,2008,0.3,2008,1,True,11
797,8,1,Piermont Pier,1.0,65.43689900278983,2012,0.5666666666666668,2008,3,False,19
798,8,1,Port Ewen Drinking Water Intake,0.0,3.0000000000000004,2008,0.3,2008,1,True,12
799,8,1,Poughkeepsie Drinking Water Intake,0.0,6.782329983125268,2009,1.0,2008,2,True,3
800,8,1,Poughkeepsie Launch Ramp,0.0,14.282856857085704,2009,1.0,2008,2,True,4
801,8,1,Rondout- Eddyville Anchorage,0.0,49.99999999999999,2008,0.3,2008,1,True,13
802,8,1,Rondout- Kingston Public Dock,1.0,435.00000000000006,2008,0.3,2008,1,False,20
803,8,1,Tarrytown Marina,1.0,3873.000000000001,2008,1.6,2008,1,False,17
804,8,1,Upper Sparkill Creek,7.0,797.7521515295396,2012,0.24285714285714288,2007,7,False,21
805,8,1,Wappingers Creek,0.0,1.0,2008,0.3,2008,1,True,14
806,8,1,West Point STP Outfall,0.0,3.0000000000000004,2008,0.3,2008,1,True,15
807,8,2,125th St. Pier,0.0,17.606816861659013,2013,0.6,2012,2,True,18
808,8,2,79th St. mid-channel,0.0,10.000000000000002,2013,0.6,2012,2,True,19
809,8,2,Albany Rowing Dock,0.0,40.0,2008,1.5,2008,1,True,1
810,8,2,Annesville Creek,0.0,98.00000000000004,2012,0.0,2012,1,True,30
811,8,2,Athens,0.0,70.00000000000003,2008,1.5,2008,1,True,2
812,8,2,Bethlehem Launch Ramp,0.0,26.000000000000004,2008,1.5,2008,1,True,3
813,8,2,"Castle Point, NJ",0.0,22.583179581272425,2013,0.6,2012,2,True,20
814,8,2,Castleton,0.0,44.99999999999999,2008,1.5,2008,1,True,4
815,8,2,Catskill Creek- East End,1.0,197.0,2008,1.5,2008,1,False,46
816,8,2,Catskill Creek- First Bridge,1.0,517.0,2008,1.5,2008,1,False,47
817,8,2,Catskill Launch Ramp,0.0,23.0,2008,1.5,2008,1,True,5
818,8,2,Cedar Pond Brook,0.0,30.000000000000004,2012,0.0,2012,1,True,31
819,8,2,Coeymans Landing,1.0,194.00000000000003,2008,1.5,2008,1,False,48
820,8,2,Congress St. Bridge- Troy,0.0,26.000000000000004,2008,1.5,2008,1,True,6
821,8,2,Coxsackie Waterfront Park,1.0,435.00000000000006,2008,1.5,2008,1,False,49
822,8,2,Croton Point Beach,0.0,10.000000000000002,2012,0.0,2012,1,True,32
823,8,2,Dunn Memorial Bridge- Albany,0.0,19.999999999999996,2008,1.5,2008,1,True,7
824,8,2,Dyckman Street Beach,0.0,10.000000000000002,2013,0.6,2012,2,True,21
825,8,2,East River mid-channel at 23rd St.,1.0,44.609416046390926,2013,0.6,2012,2,False,52
826,8,2,East River mid-channel at Roosevelt Is.,1.0,47.01063709417263,2013,0.6,2012,2,False,53
827,8,2,Emeline Beach- Haverstraw,0.0,10.000000000000002,2012,0.0,2012,1,True,33
828,8,2,Esopus Creek Entrance,0.0,17.606816861659013,2008,0.65,2008,2,True,16
829,8,2,Esopus Creek West,0.0,9.746794344808963,2008,0.65,2008,2,True,17
830,8,2,Furnace Brook,0.0,41.00000000000001,2012,0.0,2012,1,True,34
831,8,2,GW Bridge mid-channel,0.0,22.80350850198277,2013,0.6,2012,2,True,22
832,8,2,Gay's Point mid-channel,1.0,613.0000000000001,2008,1.5,2008,1,False,50
833,8,2,Gowanus Canal,1.0,61.20881585163667,2013,0.39999999999999997,2010,3,False,60
834,8,2,Harlem River- Washington Bridge,1.0,129.22847983320085,2013,0.6,2012,2,False,54
835,8,2,Harlem River- Willis Ave. Bridge,1.0,41.59326868617085,2013,0.6,2012,2,False,55
836,8,2,Haverstraw Bay mid-channel,0.0,10.000000000000002,2012,0.0,2012,1,True,35
837,8,2,Hudson Landing Ramp,0.0,64.99999999999999,2008,1.5,2008,1,True,8
838,8,2,Hudson River above Troy Lock,0.0,42.00000000000001,2008,1.5,2008,1,True,9
839,8,2,Hudson above Mohawk River,0.0,41.00000000000001,2008,1.5,2008,1,True,10
840,8,2,Inbocht Bay,0.0,17.0,2008,1.5,2008,1,True,11
841,8,2,Irvington Beach,0.0,10.000000000000002,2012,0.0,2012,1,True,36
842,8,2,Island Creek/Normans Kill,1.0,613.0000000000001,2008,1.5,2008,1,False,51
843,8,2,Kingsland Pt. Park- Pocantico River,0.0,10.000000000000002,2012,0.0,2012,1,True,37
844,8,2,Kingston Point Beach,0.0,7.937253933193771,2008,0.4,2008,2,True,27
845,8,2,Kingston STP Outfall,0.0,48.785243670601886,2008,0.4,2008,2,True,28
846,8,2,Malden Launch Ramp,0.0,9.000000000000002,2008,1.5,2008,1,True,12
847,8,2,Mohawk River at Waterford,0.0,12.0,2008,1.5,2008,1,True,13
848,8,2,Newtown Creek- Dutch Kills,1.0,74.83314773547879,2013,0.6,2012,2,False,56
849,8,2,Newtown Creek- Metropolitan Ave. Bridge,1.0,208.61447696648486,2013,0.6,2012,2,False,57
850,8,2,North River STP at 145th,1.0,163.00613485387592,2013,0.6,2012,2,False,58
851,8,2,Nyack Launch Ramp,0.0,20.24845673131659,2012,0.0,2010,2,True,38
852,8,2,Orangetown STP Outfall,0.0,10.000000000000002,2012,0.0,2012,1,True,39
853,8,2,Ossining Beach,0.0,10.000000000000002,2012,0.0,2012,1,True,40
854,8,2,Peekskill Riverfront Green Park,0.0,31.0,2012,0.0,2012,1,True,41
855,8,2,Pier 96 Kayak Launch,0.0,10.000000000000002,2013,0.6,2012,2,True,23
856,8,2,Piermont Pier,0.0,28.982753492378876,2012,0.0,2010,2,True,42
857,8,2,Rondout- Eddyville Anchorage,0.0,9.746794344808963,2008,0.4,2008,2,True,29
858,8,2,Rondout- Kingston Public Dock,1.0,369.6809435175147,2008,0.4,2008,2,False,59
859,8,2,Saw Mill River,2.0,594.0639696194346,2013,0.6,2012,2,False,62
860,8,2,Stony Point mid-channel,0.0,10.000000000000002,2012,0.0,2012,1,True,43
861,8,2,TZ Bridge mid-channel,0.0,10.000000000000002,2012,0.0,2012,1,True,44
862,8,2,Tarrytown Marina,0.0,10.000000000000002,2012,0.0,2012,1,True,45
863,8,2,The Battery mid-channel,0.0,22.80350850198277,2013,0.6,2012,2,True,24
864,8,2,Tivoli Landing,0.0,1.0,2008,0.8,2008,1,True,14
865,8,2,Ulster Landing Beach,0.0,6.0,2008,0.8,2008,1,True,15
866,8,2,Upper Sparkill Creek,1.0,1552.9999999999998,2010,0.0,2010,1,False,61
867,8,2,Yonkers STP Outfall,0.0,27.386127875258303,2013,0.6,2012,2,True,25
868,8,2,Yonkers mid-channel,0.0,33.015148038438355,2013,0.6,2012,2,True,26
869,8,3,125th St. Pier,0.0,24.696518525473927,2011,1.825,2008,4,True,2
870,8,3,79th St. mid-channel,0.0,10.371372893366482,2011,1.46,2007,5,True,6
871,8,3,Albany Rowing Dock,1.0,49.96489103813151,2013,0.22500000000000003,2010,4,False,63
872,8,3,Annesville Creek,0.0,10.000000000000002,2013,1.0,2008,5,True,13
873,8,3,Athens,0.0,13.204391608159266,2013,0.125,2010,4,True,42
874,8,3,Beacon Harbor,0.0,19.206515237662078,2013,0.55,2010,4,True,26
875,8,3,Bethlehem Launch Ramp,0.0,5.023829110175616,2013,0.125,2010,4,True,43
876,8,3,"Castle Point, NJ",0.0,10.000000000000002,2011,1.825,2008,4,True,3
877,8,3,Castleton,0.0,9.16515138991168,2013,0.125,2010,4,True,44
878,8,3,Catskill Creek- East End,0.0,13.5559701545001,2013,0.1,2010,5,True,52
879,8,3,Catskill Creek- First Bridge,1.0,29.376615113412097,2013,0.125,2010,4,False,68
880,8,3,Catskill Launch Ramp,0.0,6.999271023161167,2013,0.125,2010,4,True,45
881,8,3,Cedar Pond Brook,0.0,16.627582453613822,2013,1.0,2008,5,True,14
882,8,3,Coeymans Landing,0.0,10.629937682536255,2013,0.125,2010,4,True,46
883,8,3,Cold Spring Harbor,0.0,11.832461395455148,2013,0.55,2010,4,True,27
884,8,3,Congress St. Bridge- Troy,1.0,72.49742554658599,2013,0.22499999999999998,2010,4,False,65
885,8,3,Coxsackie Waterfront Park,0.0,3.6628415014847064,2013,0.125,2010,4,True,47
886,8,3,Croton Point Beach,0.0,10.000000000000002,2013,1.0,2008,5,True,15
887,8,3,Dunn Memorial Bridge- Albany,0.0,25.44289122718628,2013,0.22499999999999998,2010,4,True,34
888,8,3,Dyckman Street Beach,1.0,27.719576268261054,2011,1.8250000000000002,2008,4,False,53
889,8,3,East River mid-channel at 23rd St.,0.0,16.478950612908925,2011,1.46,2007,5,True,7
890,8,3,East River mid-channel at Roosevelt Is.,0.0,19.398377550330785,2011,1.4600000000000002,2007,5,True,4
891,8,3,Emeline Beach- Haverstraw,0.0,10.000000000000002,2013,1.0,2008,5,True,16
892,8,3,Esopus Creek Entrance,1.0,11.82611812457396,2013,0.375,2010,4,False,61
893,8,3,Esopus Creek West,0.0,6.334612221694317,2013,0.42000000000000004,2010,5,True,29
894,8,3,Fort Montgomery,1.0,28.893620442659167,2013,0.55,2010,4,False,59
895,8,3,Furnace Brook,0.0,11.486983549970352,2013,1.0,2008,5,True,17
896,8,3,GW Bridge mid-channel,0.0,10.371372893366486,2011,1.46,2007,5,True,8
897,8,3,Gay's Point mid-channel,0.0,8.49263749850586,2013,0.125,2010,4,True,48
898,8,3,Gowanus Canal,2.0,763.4359775438681,2011,2.2333333333333334,2007,3,False,69
899,8,3,Harlem River- Washington Bridge,0.0,27.57414294136997,2011,1.46,2007,5,True,9
900,8,3,Harlem River- Willis Ave. Bridge,1.0,42.28969167175807,2011,1.46,2007,5,False,54
901,8,3,Haverstraw Bay mid-channel,0.0,10.000000000000002,2013,1.0,2008,5,True,18
