"","X","Date","Primary.Type","Description","Location","Arrest","Domestic","Community.Area","Year","Latitude","Longitude"
"1185761",1185761,"08/12/2005 08:15:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.816792395, -87.607985151)","false","false",38,2005,41.816792395,-87.607985151
"4043236",4043236,"12/11/2002 08:50:00 PM","NARCOTICS","POSS: CRACK","(41.758997335, -87.565684231)","true","false",43,2002,41.758997335,-87.565684231
"265175",265175,"04/23/2016 10:45:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.783306396, -87.61448584)","false","true",42,2016,41.783306396,-87.61448584
"3659495",3659495,"12/05/2014 04:00:00 AM","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","(41.669911741, -87.636838384)","false","true",53,2014,41.669911741,-87.636838384
"4578023",4578023,"03/26/2004 03:47:43 PM","THEFT","RETAIL THEFT","(41.736148121, -87.629070243)","true","false",44,2004,41.7,-87.6
"6401778",6401778,"07/19/2009 12:15:00 AM","OTHER OFFENSE","TELEPHONE THREAT","(41.843632848, -87.720868668)","false","true",30,2009,41.84363,-87.72087
"3274303",3274303,"06/03/2013 11:11:00 PM","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","(41.805912213, -87.605085586)","false","true",39,2013,41.805912213,-87.605085586
"3766460",3766460,"03/24/2002 04:30:00 AM","BATTERY","SIMPLE","(41.90335991, -87.687035319)","false","false",NA,2002,41.90335991,-87.687035319
"824161",824161,"02/14/2003 04:00:00 PM","THEFT","FROM BUILDING","(41.829389915, -87.606892634)","false","false",36,2003,41.829389915,-87.606892634
"1659774",1659774,"12/18/2007 09:21:40 PM","NARCOTICS","POSS: CRACK","(41.709836605, -87.655708337)","true","false",73,2007,41.709836605,-87.655708337
"3594788",3594788,"09/03/2014 05:48:00 AM","CRIMINAL TRESPASS","TO RESIDENCE","(41.789249862, -87.621874243)","false","false",40,2014,41.789249862,-87.621874243
"5545241",5545241,"12/22/2006 03:45:00 PM","PUBLIC PEACE VIOLATION","MOB ACTION","(41.779872827, -87.586450869)","true","false",42,2006,41.77987,-87.58645
"2294998",2294998,"03/27/2002 08:40:00 AM","BATTERY","SIMPLE","(41.872796121, -87.704122868)","false","false",NA,2002,41.872796121,-87.704122868
"3960144",3960144,"09/22/2002 03:12:00 AM","BATTERY","SIMPLE","(41.90316534, -87.629210442)","false","false",8,2002,41.90316534,-87.629210442
"439794",439794,"01/14/2017 06:15:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.780543664, -87.593852874)","false","false",42,2017,41.780543664,-87.593852874
"3428012",3428012,"11/23/2013 02:00:00 AM","OTHER OFFENSE","OTHER VEHICLE OFFENSE","(41.761224518, -87.588433836)","false","true",43,2013,41.761224518,-87.588433836
"5140933",5140933,"09/30/2005 12:10:00 PM","CRIMINAL TRESPASS","TO STATE SUP LAND","(41.841855999, -87.628741678)","true","false",35,2005,41.84186,-87.62874
"5665153",5665153,"05/01/2007 11:50:00 AM","ASSAULT","SIMPLE","(41.777423514, -87.681328162)","true","false",66,2007,41.77742,-87.68133
"104415",104415,"08/15/2015 05:55:00 PM","NARCOTICS","POSS: HEROIN(WHITE)","(41.876763879, -87.703544179)","true","false",27,2015,41.876763879,-87.703544179
"3440853",3440853,"12/12/2013 08:41:00 AM","ASSAULT","SIMPLE","(41.764276734, -87.666231218)","false","true",67,2013,41.764276734,-87.666231218
"6032545",6032545,"06/04/2008 04:40:00 PM","BATTERY","SIMPLE","(41.966029543, -87.658865072)","false","false",3,2008,41.96603,-87.65887
"4393248",4393248,"09/25/2003 01:05:00 PM","CRIMINAL TRESPASS","TO STATE SUP LAND","(41.865132942, -87.662687356)","true","false",28,2003,41.9,-87.7
"3278806",3278806,"06/08/2013 11:00:00 PM","BATTERY","SIMPLE","(41.800200965, -87.691535096)","false","false",63,2013,41.800200965,-87.691535096
"3738678",3738678,"02/22/2002 02:05:00 PM","ROBBERY","ARMED: HANDGUN","(41.82964075, -87.617119528)","false","false",NA,2002,41.82964075,-87.617119528
"172780",172780,"11/22/2015 12:57:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.762401683, -87.563026587)","true","false",43,2015,41.762401683,-87.563026587
"5852014",5852014,"11/04/2007 09:00:00 PM","BATTERY","SIMPLE","(41.944351756, -87.794722532)","true","false",17,2007,41.94435,-87.79472
"2010581",2010581,"07/05/2001 08:04:17 PM","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","(41.901743634, -87.630522746)","true","false",NA,2001,41.901743634,-87.630522746
"6075781",6075781,"07/11/2008 11:00:00 PM","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","(41.795496423, -87.653695602)","true","false",61,2008,41.7955,-87.6537
"227181",227181,"02/19/2016 11:45:00 PM","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","(41.72633884, -87.55772811)","false","true",48,2016,41.72633884,-87.55772811
"5323756",5323756,"04/25/2006 06:55:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.827711079, -87.669106397)","false","true",59,2006,41.82771,-87.66911
"560162",560162,"08/09/2017 10:09:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.933905133, -87.773626673)","false","true",19,2017,41.933905133,-87.773626673
"5951158",5951158,"03/04/2008 04:20:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.882024337, -87.693074484)","true","false",27,2008,41.88202,-87.69307
"2553266",2553266,"08/12/2010 07:45:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.780704216, -87.660605356)","false","true",67,2010,41.780704216,-87.660605356
"6461859",6461859,"09/24/2009 03:00:00 AM","THEFT","OVER $500","(41.922673111, -87.802544263)","false","false",18,2009,41.92267,-87.80254
"1312317",1312317,"01/09/2002 09:42:27 AM","WEAPONS VIOLATION","UNLAWFUL USE OTHER DANG WEAPON","(41.862117771, -87.703038145)","true","false",NA,2002,41.862117771,-87.703038145
"1365272",1365272,"05/05/2012 12:45:00 AM","THEFT","$500 AND UNDER","(41.891294702, -87.61517879)","false","false",8,2012,41.891294702,-87.61517879
"6160187",6160187,"10/10/2008 09:00:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.946962859, -87.786301044)","false","false",17,2008,41.94696,-87.7863
"3279702",3279702,"06/07/2013 09:15:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.761396234, -87.557976827)","false","true",43,2013,41.761396234,-87.557976827
"1533016",1533016,"04/19/2007 12:00:00 AM","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","(41.931952382, -87.76381293)","false","false",19,2007,41.931952382,-87.76381293
"544000",544000,"07/18/2017 07:47:00 PM","BATTERY","AGGRAVATED: HANDGUN","(41.759911896, -87.577380047)","false","false",43,2017,41.759911896,-87.577380047
"3515300",3515300,"05/31/2014 12:05:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.750744182, -87.587609523)","false","true",45,2014,41.750744182,-87.587609523
"4081947",4081947,"01/23/2003 09:48:22 AM","ASSAULT","AGGRAVATED: HANDGUN","(41.705677782, -87.600944364)","true","false",50,2003,41.705677782,-87.600944364
"4670059",4670059,"06/09/2004 07:40:00 AM","BATTERY","SIMPLE","(41.770015517, -87.62504512)","false","false",69,2004,41.8,-87.6
"6409931",6409931,"07/26/2009 02:00:00 AM","THEFT","OVER $500","(41.891004201, -87.632564987)","false","false",8,2009,41.891,-87.63256
"5247398",5247398,"01/27/2006 12:00:00 PM","BURGLARY","FORCIBLE ENTRY","(41.70795747, -87.634296439)","false","false",73,2006,41.70796,-87.6343
"237502",237502,"03/07/2016 01:30:00 PM","BATTERY","SIMPLE","(41.802660667, -87.662381948)","false","false",61,2016,41.802660667,-87.662381948
"5096531",5096531,"08/19/2005 04:00:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.876933348, -87.708444518)","false","true",27,2005,41.87693,-87.70844
"6303742",6303742,"03/30/2009 10:30:00 PM","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","(41.793223126, -87.663331156)","false","false",67,2009,41.79322,-87.66333
"6190320",6190320,"11/11/2008 01:58:00 AM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.918662331, -87.708963496)","false","false",22,2008,41.91866,-87.70896
"6230067",6230067,"01/01/2009 12:14:45 AM","BATTERY","AGGRAVATED: HANDGUN","(41.808929094, -87.616576329)","false","false",38,2009,41.80893,-87.61658
"5091484",5091484,"08/15/2005 12:30:00 PM","BATTERY","SIMPLE","(41.976290414, -87.905227221)","false","false",76,2005,41.97629,-87.90523
"3540914",3540914,"07/01/2014 05:30:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.84173879, -87.642424327)","false","false",60,2014,41.84173879,-87.642424327
"2843094",2843094,"08/08/2011 06:00:00 AM","BURGLARY","FORCIBLE ENTRY","(41.901746916, -87.667450688)","false","false",24,2011,41.901746916,-87.667450688
"6076141",6076141,"07/18/2008 10:45:00 PM","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE","(41.687193092, -87.68714955)","true","false",75,2008,41.68719,-87.68715
"1592022",1592022,"01/28/2014 01:47:00 PM","THEFT","$500 AND UNDER","(41.929494816, -87.683916158)","false","false",22,2014,41.929494816,-87.683916158
"959694",959694,"06/29/2009 10:40:00 AM","DECEPTIVE PRACTICE","FORGERY","(41.968559848, -87.695378398)","false","false",4,2009,41.968559848,-87.695378398
"1421050",1421050,"06/30/2012 12:00:00 PM","ASSAULT","AGGRAVATED: HANDGUN","(41.931761455, -87.746604326)","false","false",19,2012,41.931761455,-87.746604326
"3886058",3886058,"07/20/2002 02:19:00 PM","ROBBERY","STRONGARM - NO WEAPON","(41.896671947, -87.628675724)","false","false",8,2002,41.896671947,-87.628675724
"4367943",4367943,"09/11/2003 06:00:00 PM","ROBBERY","STRONGARM - NO WEAPON","(41.783837918, -87.618304154)","false","false",40,2003,41.8,-87.6
"165667",165667,"11/09/2015 03:50:00 PM","BATTERY","SIMPLE","(41.884778589, -87.752781639)","false","false",25,2015,41.884778589,-87.752781639
"514760",514760,"06/07/2017 01:45:00 PM","BATTERY","SIMPLE","(41.778648742, -87.723536854)","false","false",65,2017,41.778648742,-87.723536854
"2057973",2057973,"08/07/2001 04:00:00 PM","ASSAULT","SIMPLE","(41.707400765, -87.615222192)","false","false",NA,2001,41.707400765,-87.615222192
"498607",498607,"05/15/2017 07:00:00 PM","THEFT","RETAIL THEFT","(41.86821682, -87.6304532)","true","false",32,2017,41.86821682,-87.6304532
"3690826",3690826,"01/26/2015 01:20:00 PM","BATTERY","SIMPLE","(41.684946623, -87.652180462)","true","false",53,2015,41.684946623,-87.652180462
"813424",813424,"01/03/2003 05:00:00 PM","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE","(41.92492706, -87.734136339)","true","false",20,2003,41.92492706,-87.734136339
"5002943",5002943,"05/22/2005 01:20:40 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.873644479, -87.754821081)","true","false",25,2005,41.87364,-87.75482
"864526",864526,"04/15/2003 01:30:00 PM","ROBBERY","STRONGARM - NO WEAPON","(41.722344315, -87.625067053)","false","false",49,2003,41.722344315,-87.625067053
"1619597",1619597,"04/01/2014 03:15:00 PM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.780816745, -87.701198794)","false","false",66,2014,41.780816745,-87.701198794
"4616943",4616943,"03/14/2004 12:29:00 PM","NARCOTICS","POSS: HEROIN(WHITE)","(41.856021522, -87.713904594)","true","false",29,2004,41.9,-87.7
"768913",768913,"08/06/2002 08:06:24 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.719126283, -87.617706981)","false","true",49,2002,41.719126283,-87.617706981
"881910",881910,"08/28/2003 08:00:00 PM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.80266556, -87.653876583)","false","false",61,2003,41.80266556,-87.653876583
"1660654",1660654,"01/24/2008 09:00:00 PM","THEFT","FROM BUILDING","(41.880185454, -87.624362245)","false","false",32,2008,41.880185454,-87.624362245
"4638709",4638709,"04/20/2004 08:05:58 PM","NARCOTICS","POSS: CRACK","(41.751479006, -87.680381413)","true","false",70,2004,41.8,-87.7
"3201487",3201487,"03/12/2013 12:20:00 PM","CRIMINAL TRESPASS","TO LAND","(41.826142757, -87.606349642)","true","false",36,2013,41.826142757,-87.606349642
"856034",856034,"06/09/2003 09:00:00 PM","CRIMINAL TRESPASS","TO LAND","(41.738804778, -87.654634444)","false","false",71,2003,41.738804778,-87.654634444
"175718",175718,"11/27/2015 02:30:00 PM","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","(41.914771189, -87.65203851)","false","false",7,2015,41.914771189,-87.65203851
"1129028",1129028,"11/26/2010 08:30:00 PM","THEFT","POCKET-PICKING","(41.874416289, -87.638606353)","false","false",28,2010,41.874416289,-87.638606353
"485524",485524,"04/25/2017 03:50:00 PM","ASSAULT","SIMPLE","(41.770988374, -87.586268005)","false","false",43,2017,41.770988374,-87.586268005
"2934093",2934093,"12/14/2011 01:00:00 PM","THEFT","RETAIL THEFT","(41.807906257, -87.664953478)","true","false",61,2011,41.807906257,-87.664953478
"4876301",4876301,"01/01/2005 11:15:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.748304892, -87.633027045)","false","true",44,2005,41.7483,-87.63303
"2092083",2092083,"08/31/2001 10:10:00 PM","ASSAULT","AGGRAVATED: HANDGUN","(41.856710585, -87.663586594)","true","false",NA,2001,41.856710585,-87.663586594
"1207921",1207921,"05/22/2011 03:38:00 AM","CRIMINAL DAMAGE","TO VEHICLE","(41.893946016, -87.637527948)","true","false",8,2011,41.893946016,-87.637527948
"1135636",1135636,"12/09/2010 12:24:00 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.656876586, -87.547137555)","true","false",55,2010,41.656876586,-87.547137555
"3467634",3467634,"02/09/2014 10:30:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.747903314, -87.648814601)","false","true",71,2014,41.747903314,-87.648814601
"6072968",6072968,"06/26/2008 12:01:00 AM","DECEPTIVE PRACTICE","BOGUS CHECK","(41.797329542, -87.72672277)","false","false",62,2008,41.79733,-87.72672
"3185787",3185787,"02/20/2013 10:58:00 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.866491707, -87.697488213)","true","false",29,2013,41.866491707,-87.697488213
"2354016",2354016,"02/03/2010 06:30:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.923869483, -87.696220654)","false","false",22,2010,41.923869483,-87.696220654
"3415078",3415078,"11/08/2013 01:29:00 PM","THEFT","$500 AND UNDER","(41.736345716, -87.585636406)","true","false",48,2013,41.736345716,-87.585636406
"1231025",1231025,"01/05/2006 10:00:00 PM","THEFT","$500 AND UNDER","(41.837584193, -87.643830459)","false","false",60,2006,41.837584193,-87.643830459
"1506675",1506675,"01/06/2007 11:30:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.973360226, -87.651587303)","false","false",3,2007,41.973360226,-87.651587303
"4964863",4964863,"03/18/2005 08:00:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.764245207, -87.683232026)","false","false",66,2005,41.76425,-87.68323
"6026906",6026906,"05/06/2008 12:00:00 AM","OTHER OFFENSE","TELEPHONE THREAT","(41.87504354, -87.743392815)","false","false",25,2008,41.87504,-87.74339
"1493691",1493691,"11/18/2006 12:05:00 PM","BURGLARY","FORCIBLE ENTRY","(41.897854934, -87.720053322)","false","false",23,2006,41.897854934,-87.720053322
"5795826",5795826,"09/08/2007 12:01:19 AM","ASSAULT","SIMPLE","(41.763594626, -87.582384118)","false","false",43,2007,41.76359,-87.58238
"2778447",2778447,"06/10/2011 10:00:00 PM","THEFT","$500 AND UNDER","(41.698368612, -87.534076354)","false","false",52,2011,41.698368612,-87.534076354
"5934909",5934909,"02/08/2008 12:00:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.997318868, -87.802031104)","false","false",10,2008,41.99732,-87.80203
"2810066",2810066,"07/06/2011 07:00:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.810196681, -87.749336277)","false","false",56,2011,41.810196681,-87.749336277
"4164449",4164449,"04/12/2003 11:30:00 PM","BATTERY","AGGRAVATED: OTHER DANG WEAPON","(41.77326632, -87.650689598)","false","false",68,2003,41.8,-87.7
"3184964",3184964,"02/18/2013 06:35:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.813186159, -87.694354769)","true","true",58,2013,41.813186159,-87.694354769
"3601751",3601751,"09/11/2014 05:00:00 PM","THEFT","OVER $500","(41.756314357, -87.572426849)","false","false",43,2014,41.756314357,-87.572426849
"2541928",2541928,"08/02/2010 12:00:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.911910275, -87.709238718)","false","true",23,2010,41.911910275,-87.709238718
"6042365",6042365,"06/01/2008 10:00:00 AM","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","(41.749311067, -87.56134347)","false","false",46,2008,41.74931,-87.56134
"5332758",5332758,"05/04/2006 01:30:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.729455885, -87.560914486)","false","false",48,2006,41.72946,-87.56091
"2657345",2657345,"12/21/2010 01:30:00 PM","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","(41.752891032, -87.55221182)","false","true",43,2010,41.752891032,-87.55221182
"2516125",2516125,"07/07/2010 04:00:00 AM","THEFT","$500 AND UNDER","(41.838766166, -87.648742541)","false","false",60,2010,41.838766166,-87.648742541
"4905808",4905808,"02/03/2005 03:45:00 PM","BATTERY","SIMPLE","(41.792553685, -87.594866308)","false","false",41,2005,41.79255,-87.59487
"5748051",5748051,"07/11/2007 05:00:00 AM","CRIMINAL DAMAGE","TO VEHICLE","(41.907450827, -87.774772552)","false","false",25,2007,41.90745,-87.77477
"6140436",6140436,"09/20/2008 11:55:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.826142757, -87.606349642)","false","false",36,2008,41.82614,-87.60635
"2082886",2082886,"08/27/2001 01:00:00 AM","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","(41.896772941, -87.629034572)","false","false",NA,2001,41.896772941,-87.629034572
"4603848",4603848,"04/09/2004 12:30:00 AM","CRIMINAL DAMAGE","TO VEHICLE","(41.896544992, -87.637558505)","false","false",8,2004,41.9,-87.6
"540107",540107,"07/13/2017 01:30:00 PM","THEFT","$500 AND UNDER","(41.978495324, -87.689251423)","false","false",4,2017,41.978495324,-87.689251423
"4304993",4304993,"03/08/2017 09:00:00 AM","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","(41.781731648, -87.587862886)","false","false",42,2017,41.8,-87.6
"2128597",2128597,"09/27/2001 12:30:00 AM","BATTERY","SIMPLE","(41.776714844, -87.648207683)","false","false",NA,2001,41.776714844,-87.648207683
"4572820",4572820,"01/30/2004 09:15:00 AM","THEFT","OVER $500","(41.978468614, -87.770294412)","false","false",11,2004,42,-87.8
"3201330",3201330,"02/28/2013 06:45:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.767228929, -87.581256707)","false","true",43,2013,41.767228929,-87.581256707
"482684",482684,"04/21/2017 10:00:00 AM","THEFT","$500 AND UNDER","(41.874719371, -87.68625913)","false","false",28,2017,41.874719371,-87.68625913
"1881337",1881337,"03/31/2001 07:30:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.779118772, -87.685567593)","false","false",NA,2001,41.779118772,-87.685567593
"1900225",1900225,"04/14/2001 02:00:00 PM","THEFT","OVER $500","(41.69530323, -87.702575089)","false","false",NA,2001,41.69530323,-87.702575089
"6438978",6438978,"08/30/2009 11:11:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.806857448, -87.643059661)","true","false",61,2009,41.80686,-87.64306
"377175",377175,"09/27/2016 03:00:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.759469891, -87.611489901)","false","true",69,2016,41.759469891,-87.611489901
"4468715",4468715,"12/08/2003 03:45:00 PM","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","(41.930882145, -87.758857513)","false","false",19,2003,41.9,-87.8
"613349",613349,"10/27/2017 02:16:00 AM","ROBBERY","STRONGARM - NO WEAPON","(41.915457313, -87.678462808)","false","false",22,2017,41.915457313,-87.678462808
"1190684",1190684,"08/29/2005 08:15:00 AM","THEFT","FINANCIAL ID THEFT: OVER $300","(41.884484068, -87.623213022)","false","false",32,2005,41.884484068,-87.623213022
"2544497",2544497,"08/04/2010 08:22:00 PM","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","(41.742889484, -87.677038694)","true","false",71,2010,41.742889484,-87.677038694
"5930303",5930303,"02/07/2008 04:00:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.976663675, -87.841538905)","false","false",76,2008,41.97666,-87.84154
"2169931",2169931,"10/28/2001 12:30:00 PM","THEFT","$500 AND UNDER","(41.750972104, -87.616961253)","false","false",NA,2001,41.750972104,-87.616961253
"3319212",3319212,"06/22/2013 03:00:00 PM","BURGLARY","FORCIBLE ENTRY","(41.707399604, -87.530452423)","false","false",52,2013,41.707399604,-87.530452423
"3850942",3850942,"06/17/2002 08:10:00 PM","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","(41.923856735, -87.773824742)","true","false",19,2002,41.923856735,-87.773824742
"2489446",2489446,"05/31/2010 01:00:00 AM","THEFT","FROM BUILDING","(41.69145123, -87.621034412)","false","false",49,2010,41.69145123,-87.621034412
"2009039",2009039,"07/03/2001 12:30:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.794735305, -87.675692252)","false","false",NA,2001,41.794735305,-87.675692252
"845770",845770,"05/04/2003 10:40:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.911533012, -87.780185358)","false","true",25,2003,41.911533012,-87.780185358
"83952",83952,"07/18/2015 07:35:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.881666326, -87.696302234)","true","false",27,2015,41.881666326,-87.696302234
"2363684",2363684,"02/15/2010 11:35:00 AM","BATTERY","SIMPLE","(41.759461324, -87.606648269)","false","false",69,2010,41.759461324,-87.606648269
"4649040",4649040,"05/22/2004 03:50:00 AM","BATTERY","SIMPLE","(41.939935646, -87.652491107)","true","false",6,2004,41.9,-87.7
"6391840",6391840,"07/10/2009 10:00:00 PM","MOTOR VEHICLE THEFT","TRUCK, BUS, MOTOR HOME","(41.849065856, -87.70149996)","false","false",30,2009,41.84907,-87.7015
"5511987",5511987,"11/14/2006 04:25:00 PM","THEFT","FROM BUILDING","(42.019793849, -87.667342927)","false","false",1,2006,42.01979,-87.66734
"5770065",5770065,"08/03/2007 06:00:00 PM","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","(41.884812928, -87.714173749)","true","true",27,2007,41.88481,-87.71417
"5300340",5300340,"02/05/2006 10:28:00 AM","NARCOTICS","POSS: CRACK","(41.727268216, -87.551917829)","true","false",46,2006,41.72727,-87.55192
"5017171",5017171,"06/03/2005 01:00:00 PM","BURGLARY","UNLAWFUL ENTRY","(41.675245849, -87.628588862)","false","false",53,2005,41.67525,-87.62859
"1325153",1325153,"03/18/2012 10:30:00 PM","THEFT","OVER $500","(41.892631803, -87.618362824)","false","false",8,2012,41.892631803,-87.618362824
"3430239",3430239,"11/15/2013 03:19:00 PM","THEFT","RETAIL THEFT","(41.883500187, -87.627876698)","true","false",32,2013,41.883500187,-87.627876698
"3117459",3117459,"11/27/2012 10:00:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.767379748, -87.685759009)","false","false",66,2012,41.767379748,-87.685759009
"4359730",4359730,"09/03/2003 12:45:00 PM","BURGLARY","UNLAWFUL ENTRY","(41.797143809, -87.670746044)","false","false",61,2003,41.8,-87.7
"5054995",5054995,"07/12/2005 10:52:00 PM","THEFT","FROM BUILDING","(41.912052691, -87.644392601)","false","false",7,2005,41.91205,-87.64439
"472992",472992,"04/06/2017 02:45:00 PM","BATTERY","SIMPLE","(41.910534377, -87.737456182)","true","false",23,2017,41.910534377,-87.737456182
"5857383",5857383,"11/12/2007 12:00:00 AM","THEFT","OVER $500","(41.727385262, -87.57304673)","false","false",48,2007,41.72739,-87.57305
"695711",695711,"03/12/2002 12:12:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.847473976, -87.716097437)","false","false",NA,2002,41.847473976,-87.716097437
"3129832",3129832,"12/12/2012 08:00:00 AM","THEFT","$500 AND UNDER","(41.852500806, -87.730962416)","false","false",29,2012,41.852500806,-87.730962416
"3141771",3141771,"12/27/2012 12:30:00 PM","BURGLARY","HOME INVASION","(41.922665186, -87.683562848)","false","false",22,2012,41.922665186,-87.683562848
"5405078",5405078,"07/16/2006 07:00:00 PM","ROBBERY","AGGRAVATED","(41.944305924, -87.732400066)","false","false",16,2006,41.94431,-87.7324
"837828",837828,"04/07/2003 04:10:00 PM","THEFT","RETAIL THEFT","(41.866331725, -87.666379171)","true","false",28,2003,41.866331725,-87.666379171
"1839003",1839003,"02/21/2001 12:50:00 PM","NARCOTICS","ALTER/FORGE PRESCRIPTION","(41.874600825, -87.717606299)","true","false",NA,2001,41.874600825,-87.717606299
"5570954",5570954,"01/02/2007 06:00:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.946110305, -87.748082814)","false","true",15,2007,41.94611,-87.74808
"1632186",1632186,"04/28/2014 04:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.790874279, -87.707157867)","false","false",63,2014,41.790874279,-87.707157867
"6116478",6116478,"08/27/2008 01:13:47 AM","CRIMINAL DAMAGE","TO VEHICLE","(41.834042001, -87.67432863)","false","false",59,2008,41.83404,-87.67433
"1644982",1644982,"11/28/2007 12:30:00 PM","BATTERY","SIMPLE","(41.749460005, -87.72089612)","false","false",70,2007,41.749460005,-87.72089612
"3941391",3941391,"09/06/2002 11:15:00 PM","BATTERY","SIMPLE","(41.888306288, -87.754134258)","true","false",25,2002,41.888306288,-87.754134258
"2423324",2423324,"04/14/2010 12:15:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(42.020087738, -87.673088231)","true","false",1,2010,42.020087738,-87.673088231
"1005476",1005476,"06/25/2004 06:00:00 PM","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","(41.863276227, -87.642053002)","false","false",28,2004,41.863276227,-87.642053002
"1279994",1279994,"11/22/2011 11:15:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.888778301, -87.632512191)","false","false",8,2011,41.888778301,-87.632512191
"2082846",2082846,"08/26/2001 04:00:00 PM","THEFT","$500 AND UNDER","(41.71122416, -87.564410688)","false","false",NA,2001,41.71122416,-87.564410688
"2912108",2912108,"10/26/2011 07:30:00 PM","BATTERY","SIMPLE","(41.871860592, -87.707183161)","false","false",27,2011,41.871860592,-87.707183161
"623844",623844,"11/16/2017 11:50:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.763108346, -87.662577909)","true","true",67,2017,41.763108346,-87.662577909
"4495273",4495273,"01/03/2004 12:00:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.882330734, -87.758238691)","false","false",25,2004,41.9,-87.8
"3585088",3585088,"08/21/2014 04:00:00 PM","THEFT","OVER $500","(41.853951387, -87.632565837)","false","false",34,2014,41.853951387,-87.632565837
"3823260",3823260,"05/22/2002 04:00:00 AM","BATTERY","SIMPLE","(41.924628284, -87.71504934)","false","false",22,2002,41.924628284,-87.71504934
"2424879",2424879,"04/15/2010 03:00:00 PM","BATTERY","SIMPLE","(41.994478611, -87.698312697)","false","false",2,2010,41.994478611,-87.698312697
